ORF,Gene,Description,Control Median,Control STD,control Localization,DTT Median,DTT STD,DTT FoldChange,Significance DTT,DTT Localization,H2O2 Median,H2O2 STD,H2O2 FoldChange,Significance H2O2,H2O2 Localization,Starvation Median,Starvation STD,Starvation FoldChange,Significance Starvation ,Starvation Localization,Pup2-DAmP,MA3 Median,MA3 STD,MA3 FoldChange,Significance MA3 ,MA3 Localization
YPR075C,OPY2,Integral membrane protein that functions in the signaling branch of the high-osmolarity glycerol (HOG) pathway; interacts with Ste50p; overproduction blocks cell cycle arrest in the presence of mating pheromone,24.36,6.527407557,cytosol,30.61,13.09,1.25,0,cytosol,25.57,4.72,1.04,0,cytosol,36.36,18.29,1.49,0,cytosol,cytosol,NA,NA,NA,NA,cytosol
YOR130C,ORT1,"Ornithine transporter of the mitochondrial inner membrane, exports ornithine from mitochondria as part of arginine biosynthesis; human ortholog is associated with hyperammonaemia-hyperornithinaemia-homocitrullinuria (HHH) syndrome",18.85,4.463581886,mitochondria,NA,NA,NA,0,mitochondria,NA,NA,NA,0,mitochondria,NA,NA,NA,0,mitochondria,mitochondria,NA,NA,NA,NA,mitochondria
YFL044C,OTU1,Deubiquitylation enzyme that binds to the chaperone-ATPase Cdc48p; may contribute to regulation of protein degradation by deubiquitylating substrates that have been ubiquitylated by Ufd2p; member of the Ovarian Tumor (OTU) family,23.33,8.995087445,nucleus,NA,NA,NA,0,nucleus,NA,NA,NA,0,nucleus,NA,NA,NA,0,technical problem,nucleus,NA,NA,NA,NA,nucleus
YIR041W,PAU15,"Protein of unknown function, member of the seripauperin multigene family encoded mainly in subtelomeric regions",16.05,3.817948503,below threshold,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,below threshold,NA,NA,NA,NA,below threshold
YOR394W,PAU21,"Protein of unknown function, member of the seripauperin multigene family encoded mainly in subtelomeric regions; identical to Pau22p; encodes 2 proteins that are translated from 2 different start codons",16.78,3.478265628,below threshold,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,below threshold,NA,NA,NA,NA,below threshold
YHR215W,PHO12,"One of three repressible acid phosphatases, a glycoprotein that is transported to the cell surface by the secretory pathway; nearly identical to Pho11p; upregulated by phosphate starvation",15.62,8.104409879,below threshold,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,below threshold,NA,NA,NA,NA,below threshold
YNR013C,PHO91,"Low-affinity phosphate transporter of the vacuolar membrane; deletion of pho84, pho87, pho89, pho90, and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth",34.9,8.921232784,ER,NA,NA,NA,0,ER,NA,NA,NA,0,ER,NA,NA,NA,0,ER,ER,NA,NA,NA,NA,ER
YBL018C,POP8,"Subunit of both RNase MRP, which cleaves pre-rRNA, and nuclear RNase P, which cleaves tRNA precursors to generate mature 5' ends",35.93,9.138752939,nucleus,NA,NA,NA,0,nucleus,NA,NA,NA,0,nucleus,NA,NA,NA,0,nucleus,nucleus,NA,NA,NA,NA,nucleus
YPL148C,PPT2,"Phosphopantetheine:protein transferase (PPTase), activates mitochondrial acyl carrier protein (Acp1p) by phosphopantetheinylation",17.61,4.162532217,below threshold,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,below threshold,NA,NA,NA,NA,below threshold
YDL043C,PRP11,"Subunit of the SF3a splicing factor complex, required for spliceosome assembly",15.17,4.050612572,below threshold,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,below threshold,NA,NA,NA,NA,below threshold
YNR011C,PRP2,"RNA-dependent ATPase in the DEAH-box family, required for activation of the spliceosome before the first transesterification step in RNA splicing",21.42,6.725931557,nucleus,NA,NA,NA,0,nucleus,NA,NA,NA,0,nucleus,NA,NA,NA,0,nucleus,nucleus,NA,NA,NA,NA,nucleus
YER099C,PRS2,"5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase, synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes",14.79,7.971759806,below threshold,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,technical problem,below threshold,NA,NA,NA,NA,below threshold
YGR280C,PXR1,"Essential protein involved in rRNA and snoRNA maturation; competes with TLC1 RNA for binding to Est2p, suggesting a role in negative regulation of telomerase; human homolog inhibits telomerase; contains a G-patch RNA interacting domain",15.69,5.487672338,below threshold,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,below threshold,NA,NA,NA,NA,below threshold
YBR043C,QDR3,"Multidrug transporter of the major facilitator superfamily, required for resistance to quinidine, barban, cisplatin, and bleomycin",22.8,6.384189146,cell periphery,NA,NA,NA,0,cell periphery,NA,NA,NA,0,cell periphery,NA,NA,NA,0,cell periphery,cell periphery,NA,NA,NA,NA,cell periphery
YER171W,RAD3,"5' to 3' DNA helicase, involved in nucleotide excision repair and transcription; subunit of RNA polymerase II transcription initiation factor TFIIH; subunit of Nucleotide Excision Repair Factor 3 (NEF3); homolog of human XPD protein",32.08,7.674540961,nucleus,NA,NA,NA,0,nucleus,NA,NA,NA,0,technical problem,NA,NA,NA,0,nucleus,nucleus,NA,NA,NA,NA,nucleus
YGL058W,RAD6,"Ubiquitin-conjugating enzyme (E2), involved in postreplication repair (as a heterodimer with Rad18p), DSBR and checkpoint control (as a heterodimer with Bre1p), ubiquitin-mediated N-end rule protein degradation (as a heterodimer with Ubr1p",19.73,3.849428776,below threshold,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,below threshold,NA,NA,NA,NA,below threshold
YDR014W,RAD61,"Subunit of a complex (Scc3p, Pds5p, Rad61p) that inhibits sister chromatid cohesion; inhibited by Eco1p-acetylated cohesin subunits Smc3p and Mcd1p; related to the human Wapl protein that controls the association of cohesin with chromatin",19.1,4.817196843,nucleus,NA,NA,NA,0,nucleus,NA,NA,NA,0,nucleus,NA,NA,NA,0,nucleus,nucleus,NA,NA,NA,NA,nucleus
YBR087W,RFC5,"Subunit of heteropentameric Replication factor C (RF-C), which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon",28.31,6.784075193,nucleus,NA,NA,NA,0,nucleus,NA,NA,NA,0,nucleus,NA,NA,NA,0,nucleus,nucleus,NA,NA,NA,NA,nucleus
YOR279C,RFM1,DNA-binding protein required for vegetative repression of middle sporulation genes; specificity factor that directs the Hst1p histone deacetylase to some of the promoters regulated by Sum1p; involved in telomere maintenance,21.7,5.234776425,nucleus,NA,NA,NA,0,nucleus,NA,NA,NA,0,nucleus,NA,NA,NA,0,technical problem,nucleus,NA,NA,NA,NA,nucleus
YEL050C,RML2,"Mitochondrial ribosomal protein of the large subunit, has similarity to E. coli L2 ribosomal protein; fat21 mutant allele causes inability to utilize oleate and may interfere with activity of the Adr1p transcription factor",19.7,5.227997943,nucleus:cytosol,NA,NA,NA,0,"nucleus,cytosol",NA,NA,NA,0,"nucleus,cytosol",NA,NA,NA,0,"nucleus,cytosol",nucleus:cytosol,NA,NA,NA,NA,nucleus:cytosol
YMR061W,RNA14,Cleavage and polyadenylation factor I (CF I) component involved in cleavage and polyadenylation of mRNA 3' ends; bridges interaction between Rna15p and Hrp1p in the CF I complex,16.55,7.021709562,below threshold,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,below threshold,NA,NA,NA,NA,below threshold
YPR102C,RPL11A,"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl11Bp; involved in ribosomal assembly; depletion causes degradation of proteins and RNA of the 60S subunit; has similarity to E. coli L5 and rat L11",213.06,101.6582452,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,cytosol,NA,NA,NA,NA,cytosol
YIL133C,RPL16A,"N-terminally acetylated protein component of the large (60S) ribosomal subunit, binds to 5.8 S rRNA; has similarity to Rpl16Bp, E. coli L13 and rat L13a ribosomal proteins; transcriptionally regulated by Rap1p",373.13,84.76059856,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,cytosol,NA,NA,NA,NA,cytosol
YFL034C-A,RPL22B,"Protein component of the large (60S) ribosomal subunit, has similarity to Rpl22Ap and to rat L22 ribosomal protein",198.01,61.57397628,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,cytosol,NA,NA,NA,NA,cytosol
YIL052C,RPL34B,"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl34Ap and has similarity to rat L34 ribosomal protein",22.75,6.589618752,punctate,NA,NA,NA,0,punctate,NA,NA,NA,0,punctate,NA,NA,NA,0,punctate,punctate,NA,NA,NA,NA,punctate
YDL191W,RPL35A,"Protein component of the large (60S) ribosomal subunit, identical to Rpl35Bp and has similarity to rat L35 ribosomal protein",30.96,13.7277696,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,cytosol,NA,NA,NA,NA,cytosol
YGL147C,RPL9A,"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl9Bp and has similarity to E. coli L6 and rat L9 ribosomal proteins",508.73,103.0509744,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,cytosol,NA,NA,NA,NA,cytosol
YFR004W,RPN11,"Metalloprotease subunit of the 19S regulatory particle of the 26S proteasome lid; couples the deubiquitination and degradation of proteasome substrates; involved, independent of catalytic activity, in fission of mitochondria and peroxisomes",170.66,40.11497585,nucleus,NA,NA,NA,0,nucleus,NA,NA,NA,0,nucleus,NA,NA,NA,0,technical problem,nucleus,NA,NA,NA,NA,nucleus
YDR175C,RSM24,Mitochondrial ribosomal protein of the small subunit,46.11,12.63122018,mitochondria,NA,NA,NA,0,mitochondria,NA,NA,NA,0,mitochondria,NA,NA,NA,0,technical problem,mitochondria,NA,NA,NA,NA,mitochondria
YOR216C,RUD3,Golgi matrix protein involved in the structural organization of the cis-Golgi; interacts genetically with COG3 and USO1,15.67,4.369617583,below threshold,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,below threshold,NA,NA,NA,NA,below threshold
YPR181C,SEC23,"GTPase-activating protein, stimulates the GTPase activity of Sar1p; component of the Sec23p-Sec24p heterodimer of the COPII vesicle coat, involved in ER to Golgi transport",18.85,5.514162159,below threshold,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,below threshold,NA,NA,NA,NA,below threshold
YHR207C,SET5,"Zinc-finger protein of unknown function, contains one canonical and two unusual fingers in unusual arrangements; deletion enhances replication of positive-strand RNA virus",18.66,4.929211903,below threshold,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,below threshold,NA,NA,NA,NA,below threshold
YOR073W,SGO1,"Component of the spindle checkpoint, involved in sensing lack of tension on mitotic chromosomes; protects centromeric Rec8p at meiosis I; required for accurate chromosomal segregation at meiosis II and for mitotic chromosome stability",16.77,5.594869719,punctate,NA,NA,NA,0,punctate,NA,NA,NA,0,punctate,NA,NA,NA,0,punctate,punctate,NA,NA,NA,NA,punctate
YLR187W,SKG3,"Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; potential Cdc28p substrate; similar to Caf120p and Skg4p",27.84,8.451482118,bud:cytosol,NA,NA,NA,0,"bud,cytosol",NA,NA,NA,0,"bud,cytosol",NA,NA,NA,0,cytosol,bud:cytosol,NA,NA,NA,NA,bud:cytosol
YDR489W,SLD5,"Subunit of the GINS complex (Sld5p, Psf1p, Psf2p, Psf3p), which is localized to DNA replication origins and implicated in assembly of the DNA replication machinery",25.25,5.027647457,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,cytosol,NA,NA,NA,NA,cytosol
YBR077C,SLM4,"Component of the EGO complex, which is involved in the regulation of microautophagy, and of the GSE complex, which is required for proper sorting of amino acid permease Gap1p; gene exhibits synthetic genetic interaction with MSS4",53.73,14.67665511,vacuole membrane,NA,NA,NA,0,vacuole membrane,NA,NA,NA,0,vacuole membrane,NA,NA,NA,0,vacuole membrane,vacuole membrane,NA,NA,NA,NA,vacuole membrane
YPR101W,SNT309,"Member of the NineTeen Complex (NTC) that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; interacts physically and genetically with Prp19p",15.99,3.755293474,below threshold,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,below threshold,NA,NA,NA,NA,below threshold
YOR357C,SNX3,Sorting nexin required to maintain late-Golgi resident enzymes in their proper location by recycling molecules from the prevacuolar compartment; contains a PX domain and sequence similarity to human Snx3p,27.84,6.284618159,vacuole membrane,NA,NA,NA,0,vacuole membrane,NA,NA,NA,0,vacuole membrane,NA,NA,NA,0,vacuole membrane,vacuole membrane,NA,NA,NA,NA,vacuole membrane
YCR073W-A,SOL2,"Protein with a possible role in tRNA export; shows similarity to 6-phosphogluconolactonase non-catalytic domains but does not exhibit this enzymatic activity; homologous to Sol1p, Sol3p, and Sol4p",24.55,7.095177258,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,technical problem,cytosol,NA,NA,NA,NA,cytosol
YCL054W,SPB1,"AdoMet-dependent methyltransferase involved in rRNA processing and 60S ribosomal subunit maturation; methylates G2922 in the tRNA docking site of the large subunit rRNA and in the absence of snR52, U2921; suppressor of PAB1 mutants",14.38,3.801005122,below threshold,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,below threshold,NA,NA,NA,NA,below threshold
YLL005C,SPO75,"Meiosis-specific protein of unknown function, required for spore wall formation during sporulation; dispensable for both nuclear divisions during meiosis",16.39,4.017432828,below threshold,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,below threshold,NA,NA,NA,NA,below threshold
YHR184W,SSP1,Protein involved in the control of meiotic nuclear division and coordination of meiosis with spore formation; transcription is induced midway through meiosis,14.81,5.600322631,below threshold,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,below threshold,NA,NA,NA,NA,below threshold
YDR160W,SSY1,"Component of the SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p), which senses external amino acid concentration and transmits intracellular signals that result in regulation of expression of amino acid permease genes",16.55,5.052436654,below threshold,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,below threshold,NA,NA,NA,NA,below threshold
YKL072W,STB6,Protein that binds Sin3p in a two-hybrid assay,22.08,4.95534639,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,technical problem,NA,NA,NA,0,cytosol,cytosol,NA,NA,NA,NA,cytosol
YOR219C,STE13,"Dipeptidyl aminopeptidase, Golgi integral membrane protein that cleaves on the carboxyl side of repeating -X-Ala- sequences, required for maturation of alpha factor, transcription is induced by a-factor",19.97,4.519545634,below threshold,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,below threshold,NA,NA,NA,NA,below threshold
YJL176C,SWI3,"Subunit of the SWI/SNF chromatin remodeling complex, which regulates transcription by remodeling chromosomes; required for transcription of many genes, including ADH1, ADH2, GAL1, HO, INO1 and SUC2",33.01,9.496499416,nucleus,NA,NA,NA,0,nucleus,NA,NA,NA,0,technical problem,NA,NA,NA,0,nucleus,nucleus,NA,NA,NA,NA,nucleus
YGL232W,TAN1,"Putative tRNA acetyltransferase, RNA-binding protein required for the formation of the modified nucleoside N(4)-acetylcytidine in serine and leucine tRNAs but not required for the same modification in 18S rRNA",28.45,6.790493818,nucleus,NA,NA,NA,0,nucleus,NA,NA,NA,0,nucleus,NA,NA,NA,0,technical problem,nucleus,NA,NA,NA,NA,nucleus
YOR337W,TEA1,Ty1 enhancer activator required for full levels of Ty enhancer-mediated transcription; C6 zinc cluster DNA-binding protein,25.43,5.688000914,nucleus,NA,NA,NA,0,nucleus,NA,NA,NA,0,technical problem,NA,NA,NA,0,nucleus,nucleus,NA,NA,NA,NA,nucleus
YLR010C,TEN1,Protein that regulates telomeric length; protects telomeric ends in a complex with Cdc13p and Stn1p,16.04,4.00421025,below threshold,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,below threshold,NA,NA,NA,NA,below threshold
YDR460W,TFB3,"Subunit of TFIIH and nucleotide excision repair factor 3 complexes, involved in transcription initiation, required for nucleotide excision repair; ring finger protein similar to mammalian CAK and TFIIH subunit",22.27,5.242824496,nucleus,NA,NA,NA,0,nucleus,NA,NA,NA,0,nucleus,NA,NA,NA,0,technical problem,nucleus,NA,NA,NA,NA,nucleus
YER113C,TMN3,Protein with a role in cellular adhesion and filamentous growth; similar to Emp70p and Tmn2p; member of Transmembrane Nine family with 9 transmembrane segments; localizes to Golgi; induced by 8-methoxypsoralen plus UVA irradiation,28.88,7.658474886,punctate,NA,NA,NA,0,punctate,NA,NA,NA,0,punctate,NA,NA,NA,0,punctate,punctate,NA,NA,NA,NA,punctate
YER175C,TMT1,"Trans-aconitate methyltransferase, cytosolic enzyme that catalyzes the methyl esterification of 3-isopropylmalate, an intermediate of the leucine biosynthetic pathway, and trans-aconitate, which inhibits the citric acid cycle",23.04,9.107371585,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,technical problem,cytosol,NA,NA,NA,NA,cytosol
YNL079C,TPM1,"Major isoform of tropomyosin; binds to and stabilizes actin cables and filaments, which direct polarized cell growth and the distribution of several organelles; acetylated by the NatB complex and acetylated form binds actin most efficiently",15.02,4.358639238,below threshold,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,NA,NA,NA,0,cytosol,below threshold,NA,NA,NA,NA,below threshold
YHR106W,TRR2,"Mitochondrial thioredoxin reductase involved in protection against oxidative stress, required with Glr1p to maintain the redox state of Trx3p; contains active-site motif (CAVC) present in prokaryotic orthologs; binds NADPH and FAD",18.62,5.69294278,mitochondria,NA,NA,NA,0,mitochondria,NA,NA,NA,0,mitochondria,NA,NA,NA,0,mitochondria,mitochondria,NA,NA,NA,NA,mitochondria
YOR295W,UAF30,"Subunit of UAF (upstream activation factor), which is an RNA polymerase I specific transcription stimulatory factor composed of Uaf30p, Rrn5p, Rrn9p, Rrn10p, histones H3 and H4; deletion decreases cellular growth rate",22.26,4.767220038,nucleolus,NA,NA,NA,0,nucleolus,NA,NA,NA,0,nucleolus,NA,NA,NA,0,nucleolus,nucleolus,NA,NA,NA,NA,nucleolus
